Driver,Stint,Compound,GP,Year,StintLength
VER,3,SOFT,Spanish Grand Prix,2021,6
NOR,1,SOFT,Spanish Grand Prix,2021,23
NOR,2,MEDIUM,Spanish Grand Prix,2021,28
NOR,3,SOFT,Spanish Grand Prix,2021,14
HAM,1,SOFT,Spanish Grand Prix,2021,28
HAM,2,MEDIUM,Spanish Grand Prix,2021,14
HAM,3,MEDIUM,Spanish Grand Prix,2021,24
MSC,1,SOFT,Spanish Grand Prix,2021,23
MSC,2,MEDIUM,Spanish Grand Prix,2021,27
MSC,3,MEDIUM,Spanish Grand Prix,2021,14
VET,1,SOFT,Spanish Grand Prix,2021,21
VET,2,MEDIUM,Spanish Grand Prix,2021,17
VET,3,SOFT,Spanish Grand Prix,2021,27
SAI,1,SOFT,Spanish Grand Prix,2021,22
SAI,2,MEDIUM,Spanish Grand Prix,2021,24
SAI,3,SOFT,Spanish Grand Prix,2021,20
LAT,1,SOFT,Spanish Grand Prix,2021,9
LAT,2,MEDIUM,Spanish Grand Prix,2021,18
LAT,3,MEDIUM,Spanish Grand Prix,2021,23
LAT,4,SOFT,Spanish Grand Prix,2021,15
RUS,1,SOFT,Spanish Grand Prix,2021,9
RUS,2,MEDIUM,Spanish Grand Prix,2021,19
RUS,3,MEDIUM,Spanish Grand Prix,2021,37
RAI,1,MEDIUM,Spanish Grand Prix,2021,37
RAI,2,SOFT,Spanish Grand Prix,2021,28
BOT,1,SOFT,Spanish Grand Prix,2021,23
BOT,2,MEDIUM,Spanish Grand Prix,2021,30
BOT,3,SOFT,Spanish Grand Prix,2021,13
MAZ,1,SOFT,Spanish Grand Prix,2021,22
MAZ,2,MEDIUM,Spanish Grand Prix,2021,20
MAZ,3,MEDIUM,Spanish Grand Prix,2021,22
GIO,1,SOFT,Spanish Grand Prix,2021,8
GIO,2,MEDIUM,Spanish Grand Prix,2021,31
GIO,3,SOFT,Spanish Grand Prix,2021,26
VER,1,SOFT,Monaco Grand Prix,2021,34
VER,2,HARD,Monaco Grand Prix,2021,44
SAI,1,SOFT,Monaco Grand Prix,2021,32
SAI,2,HARD,Monaco Grand Prix,2021,46
NOR,1,SOFT,Monaco Grand Prix,2021,30
NOR,2,HARD,Monaco Grand Prix,2021,48
PER,1,SOFT,Monaco Grand Prix,2021,35
PER,2,HARD,Monaco Grand Prix,2021,43
VET,1,SOFT,Monaco Grand Prix,2021,31
VET,2,HARD,Monaco Grand Prix,2021,47
GAS,1,SOFT,Monaco Grand Prix,2021,30
GAS,2,HARD,Monaco Grand Prix,2021,48
HAM,1,SOFT,Monaco Grand Prix,2021,29
HAM,2,HARD,Monaco Grand Prix,2021,38
HAM,3,SOFT,Monaco Grand Prix,2021,11
STR,1,HARD,Monaco Grand Prix,2021,58
STR,2,SOFT,Monaco Grand Prix,2021,19
OCO,1,SOFT,Monaco Grand Prix,2021,37
OCO,2,MEDIUM,Monaco Grand Prix,2021,40
GIO,1,SOFT,Monaco Grand Prix,2021,33
GIO,2,HARD,Monaco Grand Prix,2021,44
RAI,1,MEDIUM,Monaco Grand Prix,2021,43
RAI,2,HARD,Monaco Grand Prix,2021,34
RIC,1,MEDIUM,Monaco Grand Prix,2021,36
RIC,2,HARD,Monaco Grand Prix,2021,41
ALO,1,MEDIUM,Monaco Grand Prix,2021,45
ALO,2,SOFT,Monaco Grand Prix,2021,32
RUS,1,MEDIUM,Monaco Grand Prix,2021,31
RUS,2,HARD,Monaco Grand Prix,2021,46
LAT,1,MEDIUM,Monaco Grand Prix,2021,43
LAT,2,HARD,Monaco Grand Prix,2021,34
TSU,1,HARD,Monaco Grand Prix,2021,64
TSU,2,SOFT,Monaco Grand Prix,2021,13
MAZ,1,SOFT,Monaco Grand Prix,2021,34
MAZ,2,HARD,Monaco Grand Prix,2021,41
MSC,1,SOFT,Monaco Grand Prix,2021,37
MSC,2,HARD,Monaco Grand Prix,2021,38
BOT,1,SOFT,Monaco Grand Prix,2021,30
LEC,1,SOFT,Monaco Grand Prix,2021,1
GAS,1,SOFT,Azerbaijan Grand Prix,2021,11
GAS,2,HARD,Azerbaijan Grand Prix,2021,36
GAS,3,HARD,Azerbaijan Grand Prix,2021,1
GAS,4,SOFT,Azerbaijan Grand Prix,2021,3
PER,1,SOFT,Azerbaijan Grand Prix,2021,13
PER,2,HARD,Azerbaijan Grand Prix,2021,34
PER,3,HARD,Azerbaijan Grand Prix,2021,1
PER,4,SOFT,Azerbaijan Grand Prix,2021,3
ALO,1,SOFT,Azerbaijan Grand Prix,2021,7
ALO,2,HARD,Azerbaijan Grand Prix,2021,27
ALO,3,SOFT,Azerbaijan Grand Prix,2021,13
ALO,4,SOFT,Azerbaijan Grand Prix,2021,1
ALO,5,SOFT,Azerbaijan Grand Prix,2021,3
LEC,1,SOFT,Azerbaijan Grand Prix,2021,9
LEC,2,HARD,Azerbaijan Grand Prix,2021,38
LEC,3,HARD,Azerbaijan Grand Prix,2021,1
LEC,4,SOFT,Azerbaijan Grand Prix,2021,3
STR,1,HARD,Azerbaijan Grand Prix,2021,30
TSU,1,SOFT,Azerbaijan Grand Prix,2021,9
TSU,2,HARD,Azerbaijan Grand Prix,2021,38
TSU,3,HARD,Azerbaijan Grand Prix,2021,1
TSU,4,SOFT,Azerbaijan Grand Prix,2021,3
RIC,1,SOFT,Azerbaijan Grand Prix,2021,11
RIC,2,HARD,Azerbaijan Grand Prix,2021,36
RIC,3,HARD,Azerbaijan Grand Prix,2021,1
RIC,4,SOFT,Azerbaijan Grand Prix,2021,3
OCO,1,SOFT,Azerbaijan Grand Prix,2021,3
VER,1,SOFT,Azerbaijan Grand Prix,2021,12
VER,2,HARD,Azerbaijan Grand Prix,2021,34
NOR,1,SOFT,Azerbaijan Grand Prix,2021,7
NOR,2,HARD,Azerbaijan Grand Prix,2021,40
NOR,3,HARD,Azerbaijan Grand Prix,2021,1
NOR,4,SOFT,Azerbaijan Grand Prix,2021,3
HAM,1,SOFT,Azerbaijan Grand Prix,2021,11
HAM,2,HARD,Azerbaijan Grand Prix,2021,36
HAM,3,HARD,Azerbaijan Grand Prix,2021,1
HAM,4,SOFT,Azerbaijan Grand Prix,2021,3
MSC,1,SOFT,Azerbaijan Grand Prix,2021,8
MSC,2,HARD,Azerbaijan Grand Prix,2021,26
MSC,3,SOFT,Azerbaijan Grand Prix,2021,10
MSC,4,SOFT,Azerbaijan Grand Prix,2021,3
MSC,5,SOFT,Azerbaijan Grand Prix,2021,1
MSC,6,SOFT,Azerbaijan Grand Prix,2021,3
VET,1,SOFT,Azerbaijan Grand Prix,2021,18
VET,2,HARD,Azerbaijan Grand Prix,2021,29
VET,3,HARD,Azerbaijan Grand Prix,2021,1
VET,4,SOFT,Azerbaijan Grand Prix,2021,3
SAI,1,SOFT,Azerbaijan Grand Prix,2021,10
SAI,2,HARD,Azerbaijan Grand Prix,2021,37
SAI,3,HARD,Azerbaijan Grand Prix,2021,1
SAI,4,SOFT,Azerbaijan Grand Prix,2021,3
LAT,1,MEDIUM,Azerbaijan Grand Prix,2021,9
LAT,2,HARD,Azerbaijan Grand Prix,2021,39
LAT,3,SOFT,Azerbaijan Grand Prix,2021,3
RUS,1,MEDIUM,Azerbaijan Grand Prix,2021,1
RUS,2,HARD,Azerbaijan Grand Prix,2021,33
RUS,3,HARD,Azerbaijan Grand Prix,2021,13
RUS,4,SOFT,Azerbaijan Grand Prix,2021,1
RAI,1,MEDIUM,Azerbaijan Grand Prix,2021,13
RAI,2,HARD,Azerbaijan Grand Prix,2021,34
RAI,3,HARD,Azerbaijan Grand Prix,2021,1
RAI,4,SOFT,Azerbaijan Grand Prix,2021,3
BOT,1,SOFT,Azerbaijan Grand Prix,2021,11
BOT,2,HARD,Azerbaijan Grand Prix,2021,36
BOT,3,SOFT,Azerbaijan Grand Prix,2021,1
BOT,4,SOFT,Azerbaijan Grand Prix,2021,3
MAZ,1,SOFT,Azerbaijan Grand Prix,2021,9
MAZ,2,HARD,Azerbaijan Grand Prix,2021,25
MAZ,3,SOFT,Azerbaijan Grand Prix,2021,10
MAZ,4,SOFT,Azerbaijan Grand Prix,2021,2
MAZ,5,SOFT,Azerbaijan Grand Prix,2021,1
MAZ,6,SOFT,Azerbaijan Grand Prix,2021,1
MAZ,7,SOFT,Azerbaijan Grand Prix,2021,3
GIO,1,SOFT,Azerbaijan Grand Prix,2021,2
GIO,2,HARD,Azerbaijan Grand Prix,2021,32
GIO,3,HARD,Azerbaijan Grand Prix,2021,13
GIO,4,HARD,Azerbaijan Grand Prix,2021,1
GIO,5,SOFT,Azerbaijan Grand Prix,2021,3
VER,1,MEDIUM,French Grand Prix,2021,18
VER,2,HARD,French Grand Prix,2021,14
VER,3,MEDIUM,French Grand Prix,2021,21
HAM,1,MEDIUM,French Grand Prix,2021,19
HAM,2,HARD,French Grand Prix,2021,34
PER,1,MEDIUM,French Grand Prix,2021,24
PER,2,HARD,French Grand Prix,2021,29
BOT,1,MEDIUM,French Grand Prix,2021,17
BOT,2,HARD,French Grand Prix,2021,36
NOR,1,MEDIUM,French Grand Prix,2021,24
NOR,2,HARD,French Grand Prix,2021,29
RIC,1,MEDIUM,French Grand Prix,2021,16
RIC,2,HARD,French Grand Prix,2021,37
GAS,1,MEDIUM,French Grand Prix,2021,17
GAS,2,HARD,French Grand Prix,2021,36
ALO,1,MEDIUM,French Grand Prix,2021,18
ALO,2,HARD,French Grand Prix,2021,35
VET,1,HARD,French Grand Prix,2021,37
VET,2,MEDIUM,French Grand Prix,2021,16
STR,1,HARD,French Grand Prix,2021,34
STR,2,SOFT,French Grand Prix,2021,19
SAI,1,MEDIUM,French Grand Prix,2021,17
SAI,2,HARD,French Grand Prix,2021,36
RUS,1,MEDIUM,French Grand Prix,2021,17
RUS,2,HARD,French Grand Prix,2021,35
TSU,1,MEDIUM,French Grand Prix,2021,15
TSU,2,HARD,French Grand Prix,2021,37
OCO,1,HARD,French Grand Prix,2021,28
OCO,2,MEDIUM,French Grand Prix,2021,24
GIO,1,HARD,French Grand Prix,2021,28
GIO,2,MEDIUM,French Grand Prix,2021,24
LEC,1,MEDIUM,French Grand Prix,2021,14
LEC,2,HARD,French Grand Prix,2021,24
LEC,3,MEDIUM,French Grand Prix,2021,14
RAI,1,HARD,French Grand Prix,2021,33
RAI,2,MEDIUM,French Grand Prix,2021,19
LAT,1,MEDIUM,French Grand Prix,2021,18
LAT,2,HARD,French Grand Prix,2021,34
MSC,1,MEDIUM,French Grand Prix,2021,15
MSC,2,HARD,French Grand Prix,2021,37
MAZ,1,HARD,French Grand Prix,2021,31
MAZ,2,MEDIUM,French Grand Prix,2021,21
VER,1,MEDIUM,Styrian Grand Prix,2021,29
VER,2,HARD,Styrian Grand Prix,2021,42
HAM,1,MEDIUM,Styrian Grand Prix,2021,28
HAM,2,HARD,Styrian Grand Prix,2021,41
HAM,3,SOFT,Styrian Grand Prix,2021,2
BOT,1,MEDIUM,Styrian Grand Prix,2021,27
BOT,2,HARD,Styrian Grand Prix,2021,44
PER,1,SOFT,Styrian Grand Prix,2021,26
PER,2,HARD,Styrian Grand Prix,2021,28
PER,3,MEDIUM,Styrian Grand Prix,2021,17
NOR,1,SOFT,Styrian Grand Prix,2021,31
NOR,2,HARD,Styrian Grand Prix,2021,39
SAI,1,MEDIUM,Styrian Grand Prix,2021,41
SAI,2,HARD,Styrian Grand Prix,2021,29
LEC,1,SOFT,Styrian Grand Prix,2021,1
LEC,2,HARD,Styrian Grand Prix,2021,36
LEC,3,MEDIUM,Styrian Grand Prix,2021,33
STR,1,SOFT,Styrian Grand Prix,2021,28
STR,2,HARD,Styrian Grand Prix,2021,42
ALO,1,SOFT,Styrian Grand Prix,2021,27
ALO,2,HARD,Styrian Grand Prix,2021,43
TSU,1,SOFT,Styrian Grand Prix,2021,26
TSU,2,HARD,Styrian Grand Prix,2021,44
RAI,1,HARD,Styrian Grand Prix,2021,36
RAI,2,MEDIUM,Styrian Grand Prix,2021,34
VET,1,MEDIUM,Styrian Grand Prix,2021,27
VET,2,HARD,Styrian Grand Prix,2021,43
RIC,1,MEDIUM,Styrian Grand Prix,2021,41
RIC,2,HARD,Styrian Grand Prix,2021,29
OCO,1,MEDIUM,Styrian Grand Prix,2021,36
OCO,2,HARD,Styrian Grand Prix,2021,34
GIO,1,MEDIUM,Styrian Grand Prix,2021,23
GIO,2,HARD,Styrian Grand Prix,2021,47
MSC,1,MEDIUM,Styrian Grand Prix,2021,33
MSC,2,HARD,Styrian Grand Prix,2021,36
LAT,1,MEDIUM,Styrian Grand Prix,2021,1
LAT,2,SOFT,Styrian Grand Prix,2021,24
LAT,3,HARD,Styrian Grand Prix,2021,43
MAZ,1,MEDIUM,Styrian Grand Prix,2021,21
MAZ,2,HARD,Styrian Grand Prix,2021,47
RUS,1,MEDIUM,Styrian Grand Prix,2021,25
RUS,2,HARD,Styrian Grand Prix,2021,1
RUS,3,HARD,Styrian Grand Prix,2021,10
GAS,1,SOFT,Styrian Grand Prix,2021,1
VER,1,MEDIUM,Austrian Grand Prix,2021,32
VER,2,HARD,Austrian Grand Prix,2021,28
VER,3,HARD,Austrian Grand Prix,2021,11
BOT,1,MEDIUM,Austrian Grand Prix,2021,30
BOT,2,HARD,Austrian Grand Prix,2021,41
NOR,1,MEDIUM,Austrian Grand Prix,2021,30
NOR,2,HARD,Austrian Grand Prix,2021,41
HAM,1,MEDIUM,Austrian Grand Prix,2021,31
HAM,2,HARD,Austrian Grand Prix,2021,22
HAM,3,HARD,Austrian Grand Prix,2021,18
SAI,1,HARD,Austrian Grand Prix,2021,48
SAI,2,MEDIUM,Austrian Grand Prix,2021,23
PER,1,MEDIUM,Austrian Grand Prix,2021,32
PER,2,HARD,Austrian Grand Prix,2021,39
RIC,1,MEDIUM,Austrian Grand Prix,2021,29
RIC,2,HARD,Austrian Grand Prix,2021,42
LEC,1,MEDIUM,Austrian Grand Prix,2021,34
LEC,2,HARD,Austrian Grand Prix,2021,37
GAS,1,SOFT,Austrian Grand Prix,2021,13
GAS,2,HARD,Austrian Grand Prix,2021,32
GAS,3,HARD,Austrian Grand Prix,2021,26
ALO,1,MEDIUM,Austrian Grand Prix,2021,32
ALO,2,HARD,Austrian Grand Prix,2021,38
RUS,1,MEDIUM,Austrian Grand Prix,2021,30
RUS,2,HARD,Austrian Grand Prix,2021,40
TSU,1,SOFT,Austrian Grand Prix,2021,12
TSU,2,HARD,Austrian Grand Prix,2021,39
TSU,3,HARD,Austrian Grand Prix,2021,19
STR,1,SOFT,Austrian Grand Prix,2021,14
STR,2,HARD,Austrian Grand Prix,2021,32
STR,3,HARD,Austrian Grand Prix,2021,24
GIO,1,MEDIUM,Austrian Grand Prix,2021,1
GIO,2,HARD,Austrian Grand Prix,2021,28
GIO,3,HARD,Austrian Grand Prix,2021,41
RAI,1,HARD,Austrian Grand Prix,2021,37
RAI,2,MEDIUM,Austrian Grand Prix,2021,33
LAT,1,MEDIUM,Austrian Grand Prix,2021,33
LAT,2,HARD,Austrian Grand Prix,2021,37
VET,1,SOFT,Austrian Grand Prix,2021,17
VET,2,HARD,Austrian Grand Prix,2021,32
VET,3,HARD,Austrian Grand Prix,2021,21
MSC,1,MEDIUM,Austrian Grand Prix,2021,34
MSC,2,HARD,Austrian Grand Prix,2021,35
MAZ,1,MEDIUM,Austrian Grand Prix,2021,27
MAZ,2,HARD,Austrian Grand Prix,2021,18
MAZ,3,HARD,Austrian Grand Prix,2021,24
OCO,1,MEDIUM,Austrian Grand Prix,2021,1
HAM,1,MEDIUM,British Grand Prix,2021,2
HAM,2,MEDIUM,British Grand Prix,2021,25
HAM,3,HARD,British Grand Prix,2021,25
LEC,1,MEDIUM,British Grand Prix,2021,2
LEC,2,MEDIUM,British Grand Prix,2021,27
LEC,3,HARD,British Grand Prix,2021,23
BOT,1,MEDIUM,British Grand Prix,2021,2
BOT,2,MEDIUM,British Grand Prix,2021,20
BOT,3,HARD,British Grand Prix,2021,30
NOR,1,MEDIUM,British Grand Prix,2021,2
NOR,2,MEDIUM,British Grand Prix,2021,19
NOR,3,HARD,British Grand Prix,2021,31
RIC,1,MEDIUM,British Grand Prix,2021,2
RIC,2,MEDIUM,British Grand Prix,2021,18
RIC,3,HARD,British Grand Prix,2021,32
SAI,1,MEDIUM,British Grand Prix,2021,2
SAI,2,MEDIUM,British Grand Prix,2021,26
SAI,3,HARD,British Grand Prix,2021,24
ALO,1,MEDIUM,British Grand Prix,2021,2
ALO,2,MEDIUM,British Grand Prix,2021,22
ALO,3,HARD,British Grand Prix,2021,28
STR,1,MEDIUM,British Grand Prix,2021,2
STR,2,MEDIUM,British Grand Prix,2021,21
STR,3,HARD,British Grand Prix,2021,29
OCO,1,MEDIUM,British Grand Prix,2021,2
OCO,2,MEDIUM,British Grand Prix,2021,17
OCO,3,HARD,British Grand Prix,2021,33
TSU,1,MEDIUM,British Grand Prix,2021,2
TSU,2,MEDIUM,British Grand Prix,2021,28
TSU,3,HARD,British Grand Prix,2021,22
GAS,1,MEDIUM,British Grand Prix,2021,2
GAS,2,MEDIUM,British Grand Prix,2021,26
GAS,3,HARD,British Grand Prix,2021,18
GAS,4,SOFT,British Grand Prix,2021,6
RUS,1,MEDIUM,British Grand Prix,2021,2
RUS,2,MEDIUM,British Grand Prix,2021,16
RUS,3,HARD,British Grand Prix,2021,33
GIO,1,MEDIUM,British Grand Prix,2021,2
GIO,2,MEDIUM,British Grand Prix,2021,21
GIO,3,HARD,British Grand Prix,2021,28
LAT,1,MEDIUM,British Grand Prix,2021,2
LAT,2,MEDIUM,British Grand Prix,2021,17
LAT,3,HARD,British Grand Prix,2021,32
RAI,1,MEDIUM,British Grand Prix,2021,2
RAI,2,MEDIUM,British Grand Prix,2021,16
RAI,3,HARD,British Grand Prix,2021,33
PER,1,HARD,British Grand Prix,2021,2
PER,2,HARD,British Grand Prix,2021,16
PER,3,MEDIUM,British Grand Prix,2021,20
PER,4,MEDIUM,British Grand Prix,2021,10
PER,5,SOFT,British Grand Prix,2021,3
MAZ,1,MEDIUM,British Grand Prix,2021,2
MAZ,2,MEDIUM,British Grand Prix,2021,23
MAZ,3,HARD,British Grand Prix,2021,26
MSC,1,MEDIUM,British Grand Prix,2021,2
MSC,2,MEDIUM,British Grand Prix,2021,22
MSC,3,HARD,British Grand Prix,2021,27
VET,1,MEDIUM,British Grand Prix,2021,2
VET,2,MEDIUM,British Grand Prix,2021,16
VET,3,HARD,British Grand Prix,2021,22
VER,1,MEDIUM,British Grand Prix,2021,1
VER,1,SOFT,Dutch Grand Prix,2021,21
VER,2,MEDIUM,Dutch Grand Prix,2021,19
VER,3,HARD,Dutch Grand Prix,2021,32
HAM,1,SOFT,Dutch Grand Prix,2021,20
HAM,2,MEDIUM,Dutch Grand Prix,2021,19
HAM,3,MEDIUM,Dutch Grand Prix,2021,31
HAM,4,SOFT,Dutch Grand Prix,2021,2
BOT,1,SOFT,Dutch Grand Prix,2021,31
BOT,2,MEDIUM,Dutch Grand Prix,2021,36
BOT,3,SOFT,Dutch Grand Prix,2021,5
GAS,1,SOFT,Dutch Grand Prix,2021,24
GAS,2,MEDIUM,Dutch Grand Prix,2021,47
LEC,1,SOFT,Dutch Grand Prix,2021,34
LEC,2,HARD,Dutch Grand Prix,2021,37
ALO,1,SOFT,Dutch Grand Prix,2021,33
ALO,2,MEDIUM,Dutch Grand Prix,2021,38
SAI,1,SOFT,Dutch Grand Prix,2021,31
SAI,2,HARD,Dutch Grand Prix,2021,40
PER,1,HARD,Dutch Grand Prix,2021,8
PER,2,MEDIUM,Dutch Grand Prix,2021,39
PER,3,SOFT,Dutch Grand Prix,2021,24
OCO,1,SOFT,Dutch Grand Prix,2021,31
OCO,2,MEDIUM,Dutch Grand Prix,2021,40
NOR,1,MEDIUM,Dutch Grand Prix,2021,42
NOR,2,HARD,Dutch Grand Prix,2021,29
RIC,1,SOFT,Dutch Grand Prix,2021,30
RIC,2,HARD,Dutch Grand Prix,2021,41
STR,1,SOFT,Dutch Grand Prix,2021,27
STR,2,HARD,Dutch Grand Prix,2021,43
VET,1,SOFT,Dutch Grand Prix,2021,10
VET,2,HARD,Dutch Grand Prix,2021,34
VET,3,MEDIUM,Dutch Grand Prix,2021,26
GIO,1,SOFT,Dutch Grand Prix,2021,27
GIO,2,MEDIUM,Dutch Grand Prix,2021,6
GIO,3,HARD,Dutch Grand Prix,2021,37
KUB,1,MEDIUM,Dutch Grand Prix,2021,40
KUB,2,HARD,Dutch Grand Prix,2021,30
LAT,1,MEDIUM,Dutch Grand Prix,2021,23
LAT,2,HARD,Dutch Grand Prix,2021,47
RUS,1,MEDIUM,Dutch Grand Prix,2021,27
RUS,2,HARD,Dutch Grand Prix,2021,41
RUS,3,SOFT,Dutch Grand Prix,2021,1
MSC,1,SOFT,Dutch Grand Prix,2021,4
MSC,2,HARD,Dutch Grand Prix,2021,26
MSC,3,MEDIUM,Dutch Grand Prix,2021,39
TSU,1,SOFT,Dutch Grand Prix,2021,31
TSU,2,MEDIUM,Dutch Grand Prix,2021,17
MAZ,1,MEDIUM,Dutch Grand Prix,2021,33
MAZ,2,HARD,Dutch Grand Prix,2021,8
GAS,1,HARD,Italian Grand Prix,2021,3
PER,1,MEDIUM,Italian Grand Prix,2021,26
PER,2,HARD,Italian Grand Prix,2021,27
ALO,1,MEDIUM,Italian Grand Prix,2021,25
ALO,2,HARD,Italian Grand Prix,2021,28
LEC,1,MEDIUM,Italian Grand Prix,2021,26
LEC,2,HARD,Italian Grand Prix,2021,27
STR,1,MEDIUM,Italian Grand Prix,2021,25
STR,2,HARD,Italian Grand Prix,2021,28
TSU,1,MEDIUM,Italian Grand Prix,2021,1
RIC,1,MEDIUM,Italian Grand Prix,2021,22
RIC,2,HARD,Italian Grand Prix,2021,31
OCO,1,MEDIUM,Italian Grand Prix,2021,26
OCO,2,HARD,Italian Grand Prix,2021,27
VER,1,MEDIUM,Italian Grand Prix,2021,23
VER,2,HARD,Italian Grand Prix,2021,3
NOR,1,MEDIUM,Italian Grand Prix,2021,24
NOR,2,HARD,Italian Grand Prix,2021,29
HAM,1,HARD,Italian Grand Prix,2021,25
MSC,1,MEDIUM,Italian Grand Prix,2021,23
MSC,2,HARD,Italian Grand Prix,2021,30
VET,1,MEDIUM,Italian Grand Prix,2021,22
VET,2,HARD,Italian Grand Prix,2021,4
VET,3,MEDIUM,Italian Grand Prix,2021,27
SAI,1,MEDIUM,Italian Grand Prix,2021,26
SAI,2,HARD,Italian Grand Prix,2021,27
LAT,1,MEDIUM,Italian Grand Prix,2021,23
LAT,2,HARD,Italian Grand Prix,2021,30
RUS,1,MEDIUM,Italian Grand Prix,2021,26
RUS,2,HARD,Italian Grand Prix,2021,27
BOT,1,HARD,Italian Grand Prix,2021,26
BOT,2,MEDIUM,Italian Grand Prix,2021,27
KUB,1,HARD,Italian Grand Prix,2021,26
KUB,2,MEDIUM,Italian Grand Prix,2021,27
MAZ,1,MEDIUM,Italian Grand Prix,2021,24
MAZ,2,SOFT,Italian Grand Prix,2021,4
MAZ,3,HARD,Italian Grand Prix,2021,11
MAZ,4,SOFT,Italian Grand Prix,2021,3
GIO,1,MEDIUM,Italian Grand Prix,2021,1
GIO,2,HARD,Italian Grand Prix,2021,24
GIO,3,MEDIUM,Italian Grand Prix,2021,28
VER,1,MEDIUM,United States Grand Prix,2021,10
VER,2,HARD,United States Grand Prix,2021,19
VER,3,HARD,United States Grand Prix,2021,27
HAM,1,MEDIUM,United States Grand Prix,2021,13
HAM,2,HARD,United States Grand Prix,2021,24
HAM,3,HARD,United States Grand Prix,2021,19
PER,1,MEDIUM,United States Grand Prix,2021,12
PER,2,MEDIUM,United States Grand Prix,2021,18
PER,3,HARD,United States Grand Prix,2021,26
LEC,1,MEDIUM,United States Grand Prix,2021,12
LEC,2,HARD,United States Grand Prix,2021,20
LEC,3,HARD,United States Grand Prix,2021,24
RIC,1,MEDIUM,United States Grand Prix,2021,11
RIC,2,HARD,United States Grand Prix,2021,19
RIC,3,HARD,United States Grand Prix,2021,26
BOT,1,MEDIUM,United States Grand Prix,2021,15
BOT,2,HARD,United States Grand Prix,2021,19
BOT,3,HARD,United States Grand Prix,2021,22
SAI,1,SOFT,United States Grand Prix,2021,11
SAI,2,HARD,United States Grand Prix,2021,18
SAI,3,HARD,United States Grand Prix,2021,27
NOR,1,MEDIUM,United States Grand Prix,2021,10
NOR,2,HARD,United States Grand Prix,2021,20
NOR,3,HARD,United States Grand Prix,2021,26
TSU,1,SOFT,United States Grand Prix,2021,9
TSU,2,HARD,United States Grand Prix,2021,23
TSU,3,HARD,United States Grand Prix,2021,23
VET,1,MEDIUM,United States Grand Prix,2021,17
VET,2,MEDIUM,United States Grand Prix,2021,21
VET,3,HARD,United States Grand Prix,2021,17
GIO,1,MEDIUM,United States Grand Prix,2021,8
GIO,2,MEDIUM,United States Grand Prix,2021,18
GIO,3,HARD,United States Grand Prix,2021,29
STR,1,MEDIUM,United States Grand Prix,2021,18
STR,2,MEDIUM,United States Grand Prix,2021,16
STR,3,HARD,United States Grand Prix,2021,21
RAI,1,MEDIUM,United States Grand Prix,2021,12
RAI,2,MEDIUM,United States Grand Prix,2021,19
RAI,3,HARD,United States Grand Prix,2021,24
RUS,1,MEDIUM,United States Grand Prix,2021,9
RUS,2,HARD,United States Grand Prix,2021,22
RUS,3,HARD,United States Grand Prix,2021,24
LAT,1,MEDIUM,United States Grand Prix,2021,5
LAT,2,HARD,United States Grand Prix,2021,20
LAT,3,HARD,United States Grand Prix,2021,30
MSC,1,MEDIUM,United States Grand Prix,2021,11
MSC,2,HARD,United States Grand Prix,2021,23
MSC,3,MEDIUM,United States Grand Prix,2021,20
MAZ,1,MEDIUM,United States Grand Prix,2021,1
MAZ,2,HARD,United States Grand Prix,2021,23
MAZ,3,MEDIUM,United States Grand Prix,2021,13
MAZ,4,MEDIUM,United States Grand Prix,2021,17
ALO,1,MEDIUM,United States Grand Prix,2021,7
ALO,2,HARD,United States Grand Prix,2021,21
ALO,3,HARD,United States Grand Prix,2021,11
ALO,4,MEDIUM,United States Grand Prix,2021,10
OCO,1,MEDIUM,United States Grand Prix,2021,3
OCO,2,HARD,United States Grand Prix,2021,22
OCO,3,MEDIUM,United States Grand Prix,2021,15
GAS,1,MEDIUM,United States Grand Prix,2021,10
GAS,2,HARD,United States Grand Prix,2021,4
VER,1,MEDIUM,Mexico City Grand Prix,2021,33
VER,2,HARD,Mexico City Grand Prix,2021,38
HAM,1,MEDIUM,Mexico City Grand Prix,2021,29
HAM,2,HARD,Mexico City Grand Prix,2021,42
PER,1,MEDIUM,Mexico City Grand Prix,2021,40
PER,2,HARD,Mexico City Grand Prix,2021,31
GAS,1,MEDIUM,Mexico City Grand Prix,2021,31
GAS,2,HARD,Mexico City Grand Prix,2021,40
LEC,1,MEDIUM,Mexico City Grand Prix,2021,30
LEC,2,HARD,Mexico City Grand Prix,2021,41
SAI,1,MEDIUM,Mexico City Grand Prix,2021,42
SAI,2,HARD,Mexico City Grand Prix,2021,28
VET,1,MEDIUM,Mexico City Grand Prix,2021,33
VET,2,HARD,Mexico City Grand Prix,2021,37
RAI,1,MEDIUM,Mexico City Grand Prix,2021,32
RAI,2,HARD,Mexico City Grand Prix,2021,38
ALO,1,MEDIUM,Mexico City Grand Prix,2021,39
ALO,2,HARD,Mexico City Grand Prix,2021,31
NOR,1,MEDIUM,Mexico City Grand Prix,2021,44
NOR,2,HARD,Mexico City Grand Prix,2021,26
GIO,1,MEDIUM,Mexico City Grand Prix,2021,16
GIO,2,HARD,Mexico City Grand Prix,2021,54
RIC,1,MEDIUM,Mexico City Grand Prix,2021,1
RIC,2,HARD,Mexico City Grand Prix,2021,37
RIC,3,MEDIUM,Mexico City Grand Prix,2021,32
